question,document,course
"I'm trying to start a new project on Zoomcamp's LLM and I want to delete everything related to Docker from my local machine. Can you give me step-by-step instructions on how to do it? Should I stop the program running in the background before deleting any Docker containers, images, or volumes?",66ccbb7da0,llm-zoomcamp
"I have no idea what 'docker ps', 'docker ps -aq', and 'docker volume ls -q' mean when they are used together with commands like ""docker rm"", ""docker rmi"", and ""docker volume rm"". Can you explain these commands?",66ccbb7da0,llm-zoomcamp
"If I've set aside a lot of RAM for my LLM project, how do I remove the Docker build cache using these instructions (the two bash lines that start with 'docker rmi -f' and 'docker rmi')? Do I need to run these commands in a specific order?",66ccbb7da0,llm-zoomcamp
"Can you tell me more about why 'docker rm', 'docker rmi', and 'docker volume rm' are used together? Can't they affect the performance of my program?",66ccbb7da0,llm-zoomcamp
"In the instructions on how to delete Docker containers, images, volumes, etc., is there a recommended way to prevent potential issues or unexpected events during this deletion process?",66ccbb7da0,llm-zoomcamp
"I'm trying to implement a feature where users can only give feedback once per submission. The submit button should be disabled if the user hasn't submitted anything yet. I've tried disabling the button, but it gets re-enabled immediately after submitting. What's going on and how do I fix this?",2e729f1271,llm-zoomcamp
"When I click the 'Ask' button in my app, the buttons that allow users to give feedback (+1 or -1) should be disabled if they haven't given any feedback yet. However, I'm seeing `st.session.submitted` being reassigned back to False despite pressing one of those buttons. Can you provide more information on why this is happening?",2e729f1271,llm-zoomcamp
"I want my app to prevent users from giving negative feedback without having already given positive feedback first. A way for me to do that would be to only enable the 'Ask' button if `st.session.feedback_given` is True, and disable it otherwise.",2e729f1271,llm-zoomcamp
"Is there a documented Streamlit guideline on maintaining the `st.session.submitted`, `st.session.feedback_given`, and other session attributes throughout an app? Or should these always be manually reset?",2e729f1271,llm-zoomcamp
Does using Streamlit's built-in session management feature to track user interactions (like feedback given for a piece) actually impact its performance?,2e729f1271,llm-zoomcamp
"Can you please elaborate on what the ""Overriding of current TracerProvider is not allowed"" error means in more detail? I'm still a bit confused about how this impacts my SQLite exporter.",ba1d5f13e7,llm-zoomcamp
"When you say ""Restart the kernel"", do you mean restarting the entire Jupyter notebook or just the individual cell that contains the SQLite exporter?",ba1d5f13e7,llm-zoomcamp
"How does ""traces.db"" remain connected to the original provider if the `set_tracer_provider` method doesn't replace it? Is this something I should worry about in my production environment too?",ba1d5f13e7,llm-zoomcamp
Can someone create an independent tracer provider using Python within the same kernel as the initial one created by OpenTelemetry? Will that allow me to use the new tracer correctly with my SQLite exporter?,ba1d5f13e7,llm-zoomcamp
How does initializing a provider and then exporting it on every run in a script ensure that each process starts fresh without sharing the global provider?,ba1d5f13e7,llm-zoomcamp
I'm getting a RecursionError when running my execution script. I'm using `ConsoleSpanExporter` in Module 5. Is there an issue with this combo?,702399225b,llm-zoomcamp
Can you explain why OpenTelemetry version won't work with my Python version?,702399225b,llm-zoomcamp
Do I need to upgrade OpenTelemetry? What's the minimum compatible version for Python 3.14?,702399225b,llm-zoomcamp
How do I determine which version of OpenTelemetry and Python are being used in my project?,702399225b,llm-zoomcamp
"Is it okay to stop working on a problem and start using an older, compatible version instead?",702399225b,llm-zoomcamp
"The process of configuring starter.py for Groq or Gemini's Chat Completions is already provided here. Can you demonstrate how we would apply it to Gemini specifically? Additionally, what are some potential issues that may arise when using the chat completions endpoint with RAGBase and RAGWithMetrics?",01517c80df,llm-zoomcamp
I'm struggling to understand where exactly I should pass the provider's API key in my code as well as the specific token counts related to input/output usage. Is there an example for this somewhere in the provided documentation or is it mentioned that some values need to be replaced by a user in the given response code.,01517c80df,llm-zoomcamp
"In case of rejection due to token limits, will these retries and delays not ultimately result in a very unstable model? If that's the case would it be beneficial rather to implement checks in place so these limitations could have been understood beforehand from beginning?",01517c80df,llm-zoomcamp
There seems like some confusion between OpenAI model names and provider-specific models can you provide more details on how selecting a compatible provider specifically impacts overall cost calculations?,01517c80df,llm-zoomcamp
Wouldn't calculating cost based on just the model usage alone cause issues if providers with different input/output prices come into consideration in dashboard or database?,01517c80df,llm-zoomcamp
Can I use a existing Dockerfile created elsewhere to run my Streamlit app using docker-compose?,e8df9f0d12,llm-zoomcamp
"Why must I add Streamlit to docker-compose if it runs fine outside of docker-compose? Does it relate to system PATH?
",e8df9f0d12,llm-zoomcamp
"Is there an alternative way to build and start the application without running `docker-compose up --build`?
",e8df9f0d12,llm-zoomcamp
I am still having issues after adding 'streamlit' to my docker-compose configuration. What additional details could I provide for better troubleshooting?,e8df9f0d12,llm-zoomcamp
How does the existence of a Dockerfile in my current working directory affect the process when trying to run Streamlit app with docker-compose?,e8df9f0d12,llm-zoomcamp
Can I still have a team to brainstorm ideas with?,0fab61eca2,llm-zoomcamp
How do I split up my work into independent projects?,0fab61eca2,llm-zoomcamp
What if someone on teamwork is struggling and can't manage their independent project?,0fab61eca2,llm-zoomcamp
Are online tools allowed in this Capstone project?,0fab61eca2,llm-zoomcamp
Can the submitted project have some shared materials?,0fab61eca2,llm-zoomcamp
What does it mean by 'improve' a project if it doesn't work out during the first attempt at submission?,d5fc98925d,llm-zoomcamp
How long is the second submission window for us to submit our project again?,d5fc98925d,llm-zoomcamp
Are there different datasets for Capstone Project attempts #1 and #2?,d5fc98925d,llm-zoomcamp
Can I get penalty/substitution for missing attempt #1 since my data wasn't available on time?,d5fc98925d,llm-zoomcamp
"If both attempts fail, can we start over with a completely new project?",d5fc98925d,llm-zoomcamp
Can I still work on my project after completing the competition? Can it be counted towards the capstone?,e892d44e42,llm-zoomcamp
We can only submit one final model what if I create something that's better or just modified from previous results.,e892d44e42,llm-zoomcamp
"If teams aren't allowed to participate in the math kaggle competition, is finding a study buddy and collaborating acceptable?",e892d44e42,llm-zoomcamp
"Is participating in external AI competitions within our course area allowed, even for group projects?",e892d44e42,llm-zoomcamp
Are the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) results and any achievements linked to my capstone submission?,e892d44e42,llm-zoomcamp
What exactly does 'median score' mean in terms of how my capstone project is going to be graded?,9a2e2d2008,llm-zoomcamp
Can I have suggestions on what are the key areas where I should focus to get a higher grade in my capstone project?,9a2e2d2008,llm-zoomcamp
"Will I be able to see who the three peer reviewers are after the project is submitted, or will that information remain anonymous?",9a2e2d2008,llm-zoomcamp
"If I think one of my fellow students didn't perform a fair review of my project, can I appeal this situation?",9a2e2d2008,llm-zoomcamp
How long after my capstone project is submitted would I expect to know my final grade?,9a2e2d2008,llm-zoomcamp
Can you specifically tell me when we get started on our project? Are there any initial steps I need to take before the submission deadline?,eae0fb50aa,llm-zoomcamp
How can i find out if i got my assigned review/grade task in the platform?,eae0fb50aa,llm-zoomcamp
Will i have access to the peer review submissions before the announced date?,eae0fb50aa,llm-zoomcamp
Are there any guidelines in terms of evaluating and giving feedback from a peer reviewer.,eae0fb50aa,llm-zoomcamp
"What is the exact timeline for getting feedback after submitting my project? Is it 1 week or less, and if so will that be the final grade?",eae0fb50aa,llm-zoomcamp
I submitted my capstone project but I cant see what other peoples submissions are for me to review so if i want to get A will i have go thru their work first?,a8a7fef016,llm-zoomcamp
What happens when you submit a project in this course? Do we only do a self submission or is it peer evaluated also?,a8a7fef016,llm-zoomcamp
Is there any way to choose who I get assigned to evaluate for my capstone and will that make a difference if i want A grade?,a8a7fef016,llm-zoomcamp
Will I have access to review others projects even after Ive recieved feedback on mine?,a8a7fef016,llm-zoomcamp
How will the evaluation of capstone project work since theres no option to choose which evaluations i get,a8a7fef016,llm-zoomcamp
Can I use any dataset from Google Cloud Storage without permission?,e76a70cde3,llm-zoomcamp
How do I get access to these ideas/datasets on the GitHub page?,e76a70cde3,llm-zoomcamp
Are the ideas/datasets listed on the GitHub page specifically for this course?,e76a70cde3,llm-zoomcamp
Do I need approval from an instructor before using a specific idea/dataset?,e76a70cde3,llm-zoomcamp
"Can I modify a dataset that's already publicly available, or do I have to download it and re-generate everything?",e76a70cde3,llm-zoomcamp
I'm unsure what exactly constitutes 'ingestion pipeline'. Can you provide more details on the requirement?,d4f7c08ea1,llm-zoomcamp
"It seems like I should only use an orchestrator for recurring tasks, but what if my project isn't that frequent? Do I really need to justify it?",d4f7c08ea1,llm-zoomcamp
"If a Jupyter notebook is enough for 1 point, can I still use Airflow and expect full points for 'ingestion pipeline'?",d4f7c08ea1,llm-zoomcamp
Does using Mage or Kestra affect the overall score of my capstone project at all?,d4f7c08ea1,llm-zoomcamp
I've decided on an orchestrator tool - do you need to see the actual project code as part of our submission?,d4f7c08ea1,llm-zoomcamp
I'm not sure what kind of synthetic ground truth setup I should use for my recommender RAG project. Can you provide some examples or templates that might work? ,9b0e2d6a47,llm-zoomcamp
Can you explain more about the criteria I should specify in the rubric LLM-as-a-judge for end-to-end quality evaluation?,9b0e2d6a47,llm-zoomcamp
"I've been asked to run queries through retrieval and measure hit rate, but what does that specifically look like in a recommender RAG project ? Can anyone share an example of how to do this ?",9b0e2d6a47,llm-zoomcamp
Would NDCG be applicable if my goal is to rank items in order of relevance? Should I use a slightly different metric?,9b0e2d6a47,llm-zoomcamp
"How closely should the user queries generated by the LLM-as-a-judge match the actual prompt, and what kind of flexibility is appropriate?",9b0e2d6a47,llm-zoomcamp
I have long PDF documents and lots of paragraphs - what's a good approach to start with chunking?,6f2a8b3d10,llm-zoomcamp
How can I optimize chunking for long structured documents like legal or financial ones?,6f2a8b3d10,llm-zoomcamp
Can you recommend any tools that help me clean up markdown on PDFs before applying a chunking strategy?,6f2a8b3d10,llm-zoomcamp
Does it matter if the first chunk is very different / inaccurate in terms of evaluation metrics (hit rate/MRR) like ground truth set?,6f2a8b3d10,llm-zoomcamp
Is there a way to use LLM summaries alongside chunks to further improve retrieval performance?,6f2a8b3d10,llm-zoomcamp
i have an api endpoint that fetches user data from a private service. i'm not sure how to make it reproducible for reviewers - can someone walk me through the process step by step?,e5d8a2c761,llm-zoomcamp
"can i just share my .env file with reviewers, or should i include some kind of placeholder variable so they can create their own key?",e5d8a2c761,llm-zoomcamp
what is considered a 'cheap' gpt model that will run quickly but won't use up all my credits? and how do i document python version in my project.,e5d8a2c761,llm-zoomcamp
"can someone explain the difference between requirements.txt and pyproject.toml lock files, and how to pin dependency versions?",e5d8a2c761,llm-zoomcamp
should i prioritize open-source or private models in my reproducible capstone project?,e5d8a2c761,llm-zoomcamp
How do I know if I have a strong reason to use a non-Python language for my project?,ea815eb858,llm-zoomcamp
Can I expect extra credit for using an alternative programming language?,ea815eb858,llm-zoomcamp
"What level of Python documentation is required, can you provide some examples?",ea815eb858,llm-zoomcamp
Do reviewers need knowledge of the non-Python language used to complete a homework/project that isn't written in Python?,ea815eb858,llm-zoomcamp
"Are the specific bash commands 'ngo mod tidy' and 'ngo run.' sufficient for installation on all operating systems or do I need to include additional steps for Windows, macOS, and Linux?",ea815eb858,llm-zoomcamp
"If I choose to use C#, does this still affect my project's reproducibility and how much work must I put into documentation?",ea815eb858,llm-zoomcamp
I'm having trouble getting started on my Capstone Project. Where do I find resources for support?,930286278d,llm-zoomcamp
What are some good approaches to choosing a topic for my LLM Zoomcamp project?,930286278d,llm-zoomcamp
Can I get feedback on my submission to ensure it meets the required standards?,930286278d,llm-zoomcamp
Is there any specific format requirements for submitting my Capstone Project in digital format?,930286278d,llm-zoomcamp
"If I need help with implementing an algorithm in languages like Python or Java, where can I seek guidance?",930286278d,llm-zoomcamp
"Do I need to submit a written proposal before or after I start working on my capstone project?

",897a350476,llm-zoomcamp
"I want to get feedback from peers, do I need to post my project topic and ideas online?",897a350476,llm-zoomcamp
Can I use someone else's idea for my capstone project as long as I implement it in my own way?,897a350476,llm-zoomcamp
"Do the submitted projects last year have to be completed before I can choose a new idea?

",897a350476,llm-zoomcamp
"Are similar topics allowed if they are submitted in different formats (e.g. text, images, voice over)?

",897a350476,llm-zoomcamp
"Hi instructor, I'm a bit confused about my Capstone Project - can I use WhatsApp or Telegram as the main interface? Would I still need to build a web app?",7318a90b14,llm-zoomcamp
Can the CLI be used for a non-technical person to interact with the AI assistant? Are there any specific guidelines we should follow?,7318a90b14,llm-zoomcamp
"How much of a role does accessibility play in our project, and are there any specific features that must be implemented?",7318a90b14,llm-zoomcamp
I'm considering using an online notebook as my interface - what kind of functionality should it provide and which one would be best suited for the task?,7318a90b14,llm-zoomcamp
Is using a Slack app optional if I already have it integrated into my workflow? What are some popular alternatives to Slack that might work better with the AI assistant?,7318a90b14,llm-zoomcamp
"I'm planning to use a PDF for my Capstone project, what are my options if I also need to extract text? Can you give me some examples of tools that work well for RAG projects?",d8b28c47a0,llm-zoomcamp
Can I use Tesseract OCR on a PDF with scanned parts and text layers?,d8b28c47a0,llm-zoomcamp
How do I prepare the extracted text from OCR'd documents (or whatever tool) for better results in my project?,d8b28c47a0,llm-zoomcamp
"What's the difference between Mupdf4llm, PyMuPDF, docling, unstructured, and pytesseract? Do they cater to different types of PDFs?",d8b28c47a0,llm-zoomcamp
Are there any GUI applications or online tools that handle the process of converting PDFs to Markdown/JSON for RAG?,d8b28c47a0,llm-zoomcamp
"Can I use any data for my capstone project and still pass?
",f0439b5faf,llm-zoomcamp
How does the reviewer assess the quality of my dataset if they don't count document rows?,f0439b5faf,llm-zoomcamp
"Are there any specific dataset size guidelines that I should be aware of?
",f0439b5faf,llm-zoomcamp
Do I need to provide a justification for why I chose and used certain data for my project?,f0439b5faf,llm-zoomcamp
"Can I include publicly available datasets in my capstone, or do I need to compile my own data?",f0439b5faf,llm-zoomcamp
Can I still submit my project if it doesn't rely on a real-world dataset from an API?,2cf500aae6,llm-zoomcamp
What's the best source of data for my capstone project - and how much do I have to worry about accessing its history?,2cf500aae6,llm-zoomcamp
How important is it that the people reviewing my project can rebuild the knowledge base from my own script?,2cf500aae6,llm-zoomcamp
Can I use a library or framework with already existing datasets or preloaded models in your course capstone?,2cf500aae6,llm-zoomcamp
"Are there any specific guidelines or restrictions on sources of data (e.g., public APIs, paid services), especially during the final submission process?",2cf500aae6,llm-zoomcamp
How much of my capstone project is marked on the quality of my README and setup documentation?,5ffe92bb02,llm-zoomcamp
Can I still present part of my findings in a language other than English at the presentation day?,5ffe92bb02,llm-zoomcamp
Are there any specific languages preferred for using in the capstone project?,5ffe92bb02,llm-zoomcamp
How many points will be deducted if I include non-English text in my project submission?,5ffe92bb02,llm-zoomcamp
Are English language proficiency checks mandatory for non-native speakers working on this project?,5ffe92bb02,llm-zoomcamp
What kind of data should I be using for the end-to-end RAG or agent flow? Are there any specific data formats required?,6baab508b1,llm-zoomcamp
How do i evaluate an agent flow against the given project criteria?,6baab508b1,llm-zoomcamp
Can i retrieve or query any existing dataset that has some connection with training agents?,6baab508b1,llm-zoomcamp
"Is it okay to use custom-generated data within my capstone project, and how?",6baab508b1,llm-zoomcamp
Can you point me in the direction of where can find RAG (Reactive Agents and Games) examples for Zoomcamp?,6baab508b1,llm-zoomcamp
What are the specific requirements and guidelines for choosing a library tool or platform for my capstone project?,ec22c5eb86,llm-zoomcamp
Can I use two different libraries and tools in my capstone project?,ec22c5eb86,llm-zoomcamp
What is the deadline for deciding on and selecting my chosen library tool/platform?,ec22c5eb86,llm-zoomcamp
Will having a background knowledge of natural language processing and deep learning help with the selection process?,ec22c5eb86,llm-zoomcamp
Can I use someone else's code in my capstone final?,4179bc68b6,llm-zoomcamp
"I've been thinking of doing a project on topic modeling, is that acceptable if it's already covered in previous assignments?",4179bc68b6,llm-zoomcamp
"I can implement a new algorithm, but do I have to come up with it myself no matter what?",4179bc68b6,llm-zoomcamp
Were there any specific ideas I should avoid because they're too popular for the capstone?,4179bc68b6,llm-zoomcamp
Will implementing something new and working be enough to get an A in the project?,4179bc68b6,llm-zoomcamp
"I've been working on my project for a few weeks now, but I realized that the codebase has changed a bit over time since the initial commit. Can I still include commits from before?",82207724ff,llm-zoomcamp
How do I make sure my repository looks exactly like it does in the submission illustration?,82207724ff,llm-zoomcamp
Can you explain why reviewers only see my repo at 'Commit ID' and not any subsequent changes?,82207724ff,llm-zoomcamp
"I've pushed new updates to my branch just before submitting, will those changes still be affected by the commit hash I submit?",82207724ff,llm-zoomcamp
"If I need to make major changes after submitting but want to still provide an updated commit id, what can I do to update it?",82207724ff,llm-zoomcamp
What kind of timeline should I be expecting for peer reviews on the Capstone Project?,785b277339,llm-zoomcamp
Is there a specific date to remember for when peer reviews are opened in the course management platform or is that just an example?,785b277339,llm-zoomcamp
Can you give some flexibility with the completion deadline for peer reviews and allow a day or two from when the review window closes?,785b277339,llm-zoomcamp
How do I know if my project even passes certification if the peer review falls outside of the assigned window timeframe?,785b277339,llm-zoomcamp
"Are there penalties for missing a certain number of reviews in total, not just within each individual review window?
",785b277339,llm-zoomcamp
"Can I use the dlt materials as a standalone solution for my own data ingestion needs, or is it meant to be used alongside other tools?",d850a0e7ea,llm-zoomcamp
"How flexible are the workshops provided on this course, in terms of using dlt with different programming languages such as Python and R?",d850a0e7ea,llm-zoomcamp
What kind of open-source resources is included with this workshop to make implementing dlt more efficient?,d850a0e7ea,llm-zoomcamp
Can I use custom models to work around some limitations seen within the provided libraries offered for the workshop exercises?,d850a0e7ea,llm-zoomcamp
"How will dlt adapt when dealing with structured/semi-structured vs unstructured data formats during ingestion, and what examples are provided in the course material?",d850a0e7ea,llm-zoomcamp
Can I modify the default settings for a 'filesystem' dlt project when setting it up from cloud?,6bceeebf04,llm-zoomcamp
What is DuckDB and why do I need to use it with my new DLT project?,6bceeebf04,llm-zoomcamp
How do I troubleshoot common errors that occur while loading data into a DLT project via cloud?,6bceeebf04,llm-zoomcamp
Can I integrate other data sources like CSV or JSON files with default 'filesystem' dlt project setup?,6bceeebf04,llm-zoomcamp
Are there any recommendations for securing my DLT project's connections to the cloud storage?,6bceeebf04,llm-zoomcamp
How do I create a table if it doesn't exist after opening it?,0407213397,llm-zoomcamp
I updated 'employee_handbook' to 'homework' but still got an error. What else could be the problem?,0407213397,llm-zoomcamp
Is there an error in my pipeline settings or is this issue with creating tables in db open_table function?,0407213397,llm-zoomcamp
Can you provide a step-by-step guide to solving this specific issue where a table doesn't exist after opening it?,0407213397,llm-zoomcamp
What is the correct data structure and syntax to use when calling create_table to ensure no tables are left behind?,0407213397,llm-zoomcamp
Can you explain why I'm getting a FileNotFoundError when running main()? Is there an issue with my environment?,e95bfafc0e,llm-zoomcamp
"How do I ensure that the correct table is being called in line 3?
p meaning how to use db open_table() method correctly",e95bfafc0e,llm-zoomcamp
"I'm new to this database library, can you provide example of how to create and connect to a table?",e95bfafc0e,llm-zoomcamp
If db.create_table() requires data for 'notion_pages___homework' table what happens if the data doesn't exist yet?,e95bfafc0e,llm-zoomcamp
Does db.open_table() method automatically create a new table if it doesn't exist? Or should I handle this myself in my code?,e95bfafc0e,llm-zoomcamp
What is a Db table and how can I find its data,e394e6f738,llm-zoomcamp
How do i connect my dlt with an existing sql server for db operations,e394e6f738,llm-zoomcamp
Can you provide more info on db.table_names() and how to use it,e394e6f738,llm-zoomcamp
Is there a specific workflow for creating table in dlt framework,e394e6f738,llm-zoomcamp
What is the difference between DLT and standard SQL methods for data ingestion?,e394e6f738,llm-zoomcamp
{ course } do they have a connector for starrock?,cd19f122f3,llm-zoomcamp
Will we get a StarRock connector added in the upcoming updates?,cd19f122f3,llm-zoomcamp
Dlt does star rocks have support ,cd19f122f3,llm-zoomcamp
How likely is it to get clickhouse and starrock connectors added.,cd19f122f3,llm-zoomcamp
Is starrock a supported database for dlt,cd19f122f3,llm-zoomcamp
"I'm trying to connect to Notion's API in my notebook, but it keeps giving me a 401 Client Error: Unauthorized. Can you explain what this means and how I can resolve the issue?",0dfba07ace,llm-zoomcamp
How do I determine if I need multiple API keys for different endpoints or access configurations? I'm unsure which one to use.,0dfba07ace,llm-zoomcamp
"If I know my API token has expired, is it the only thing that needs to be regenerated when getting a 401 Client Error: Unauthorized in this case?",0dfba07ace,llm-zoomcamp
"Are there any specific restrictions on how you can use Notion's API? For example, are all endpoints available or are some restricted?",0dfba07ace,llm-zoomcamp
You mentioned verifying access configurations. Can you provide some examples of what those might look like? I'm having trouble understanding the difference between them.,0dfba07ace,llm-zoomcamp
"I keep getting a 401 Client Error when trying to connect to lancedb in the workshop, what do I need to do?",4b30b918bc,llm-zoomcamp
Can you explain why the requests library only downloads v2.28 and how can I install v2.32 like the instructions suggest?,4b30b918bc,llm-zoomcamp
How do I grant access to my key so I don't get a 401 Client Error when trying to use lancedb in the workshop?,4b30b918bc,llm-zoomcamp
What's the correct command to download the specific version of requests (v2.32) as mentioned in the workshop?,4b30b918bc,llm-zoomcamp
"Hey, I'm trying to use the logfire SDK in my workshop project but keep getting a '401 Unauthorized' . Can you explain why it's happening and how to fix it?",46efd1088d,llm-zoomcamp
"I just upgraded the logfire SDK using `uv add --upgrade logfire`, but I still get an EU-region Logfire token returning 401. What else can I check?",46efd1088d,llm-zoomcamp
"Is there a way to make sure that the logfire token loads correctly with `logfire.configure()` and doesn't override any existing .env values?

",46efd1088d,llm-zoomcamp
"What's the correct order of checking these configuration settings? For example, should I load the environment variables first before calling `configure()`?
",46efd1088d,llm-zoomcamp
I'm using an older version of the logfire token and need to use it with the workshop project. Can someone point me to where I can export a newer version of that?,46efd1088d,llm-zoomcamp
"Hi there, I'm trying to load multiple JSONL log directories into the same DLT pipeline. Is this supported and how do I go about it?",671f72f4c4,llm-zoomcamp
Can you explain again how to join resources together in a single dlt pipeline for different log directories? The workshop's `filesystem_pipeline.py` example would be super helpful.,671f72f4c4,llm-zoomcamp
Will DLT add columns as the schema evolves if table_name is set to 'log_records' and write_disposition is set to 'append'? For what scenarios is this suitable?,671f72f4c4,llm-zoomcamp
"How do I modify the `raw_reader()` transformer from the workshop's example for heterogeneous agent logs, so each line is preserved consistently before loading?",671f72f4c4,llm-zoomcamp
Is it necessary to replace the example paths in the `filesystem_pipeline.py` with actual directories when running the script? How do I create a new DLT pipeline if my directory structure is different?,671f72f4c4,llm-zoomcamp
"Hey, I followed the deployment lesson and used 'dlt.attach()'. The REST API pipeline dashboard uses a wrong dataset name. How do I correct this?
",c306f20bf3,llm-zoomcamp
"when using dlt.attach(), which dataset name should I use from my deployed REST API pipeline? Where can I find it?
",c306f20bf3,llm-zoomcamp
what happens when I don't match the dataset names in 'dlt.attach()'?,c306f20bf3,llm-zoomcamp
"Hi, I copied a code snippet from lesson 2 to my dashboard deploy. I believe that used an 'agent_logs' dataset name. What's the correct name for 'rest_api_pipeline.py'? Should it be 'traces' instead? Can you help me?
",c306f20bf3,llm-zoomcamp
"Is there any specific error message when using different dataset names in dlt.attach()? I'm having trouble with my REST API pipeline dashboard.
",c306f20bf3,llm-zoomcamp
I'm having trouble adapting the `agent.py` file from the dlt workshop to use Gemini instead of OpenAI. What's the new line I need to change in that file?,dd53e420ef,llm-zoomcamp
Can I just add `google:gemini-3.1-flash-lite` to my existing agent configuration or is it more involved than that?,dd53e420ef,llm-zoomcamp
Do I also need to update the `GOOGLE_API_KEY` setting in `.env` if I'm replacing OpenAI with Gemini?,dd53e420ef,llm-zoomcamp
"I've replaced the OpenAI provider with a Google Gemini one, but I still get errors. Is the code for `SearchDeps` and instructions different between them?",dd53e420ef,llm-zoomcamp
Will replacing OpenAI with Gemini automatically deploy my tool or do I need to update something in the tool itself?,dd53e420ef,llm-zoomcamp
"So I was running the dlt pipeline after my agent finished and it seemed like logfire didnt export all the trace data, now why did this happen? I'm expecting to see more spans and tokens.",8ede00dc4c,llm-zoomcamp
"I tried adding code to flush any pending telemetry before running the ingestion pipeline but still getting fewer rows, what else can i do?",8ede00dc4c,llm-zoomcamp
"Can you explain how i should design my ingestion pipeline for tracing, i dont want to hardcode an expected span count.",8ede00dc4c,llm-zoomcamp
Is it normal that the sum of `gen_ai.usage.input_tokens` on model-call spans is different from `gen_ai.aggregated_usage.input tokens` on top-level agent-run span? what can cause this discrepancy?,8ede00dc4c,llm-zoomcamp
"If logfire didnt export complete trace when i ran dlt pipeline immediately, how long should i wait for Query API to return full trace before retrying the query?",8ede00dc4c,llm-zoomcamp
How can I resolve 'Ambiguous reference to catalog or schema' error when using DuckDB in dlt pipeline? Can someone be more specific about what names should i use?,8ca99429d0,llm-zoomcamp
"Can you provide an example of how to give duckdb file different name based on dataset? Im looking at the text snippet, but its not really clear how to apply this.",8ca99429d0,llm-zoomcamp
Is it possible to point destination to existing duckdb file that has already been loaded with data instead of making a new file every time? Can someone explain how i would do that?,8ca99429d0,llm-zoomcamp
"I tried using pipeline_name='agent_traces' and dataset_name='agent_traces' but get the same error. Why is this not working, and what's a better approach to give both names different?",8ca99429d0,llm-zoomcamp
Is there any way to avoid adding extra basename when pointing at duckdb destination in Python? Maybe there's something simpler I'm missing?,8ca99429d0,llm-zoomcamp
Hey does anyone know where the current dlt workshop materials are located?,e00ceb24be,llm-zoomcamp
How do I find the workshop materials instructions and video link from the GitHub repository?,e00ceb24be,llm-zoomcamp
"Where can I access the current DLT workshop resources, like videos and study materials?",e00ceb24be,llm-zoomcamp
I've been looking everywhere for the dlt workshop instructions and video - where exactly should I look in the GitHub directory?,e00ceb24be,llm-zoomcamp
What's the exact directory name for the latest DLT workshop materials on GitHub?,e00ceb24be,llm-zoomcamp
